Value,strHistologyBehaviour,Preferred,label,,
8270,3,FALSE,Chromophobe adenocarcinoma (C75.1),,
8271,0,TRUE,Prolactinoma (C75.1),,
8272,0,TRUE,"Pituitary adenoma, NOS (C75.1)",,
8272,0,FALSE,"Adenoma, pituitary, NOS (C75.1)",,
8272,3,TRUE,"Pituitary carcinoma, NOS (C75.1)",,
8272,3,FALSE,"Carcinoma, pituitary, NOS (C75.1)",,
8273,3,TRUE,Pituitary blastoma (C75.1) [REPORTABLE 2021+],,
8273,3,FALSE,"Blastoma, pituitary (C75.1) [REPORTABLE 2021+]",,
8273,3,FALSE,Embryoma [REPORTABLE 2021+],,
8280,0,TRUE,Acidophil adenoma (C75.1),,
8280,0,FALSE,"Adenoma, acidophil (C75.1)",,
8280,0,FALSE,"Adenoma, eosinophil (C75.1)",,
8280,0,FALSE,Eosinophil adenoma (C75.1),,
8280,3,TRUE,Acidophil carcinoma (C75.1),,
8280,3,FALSE,Acidophil adenocarcinoma (C75.1),,
8280,3,FALSE,"Adenocarcinoma, acidophil (C75.1)",,
8280,3,FALSE,"Adenocarcinoma, eosinophil (C75.1)",,
8280,3,FALSE,"Carcinoma, acidophil (C75.1)",,
8280,3,FALSE,"Carcinoma, eosinophil (C75.1)",,
8280,3,FALSE,Eosinophil adenocarcinoma (C75.1),,
8280,3,FALSE,Eosinophil carcinoma (C75.1),,
8281,0,TRUE,Mixed acidophil-basophil adenoma (C75.1),,
8281,0,FALSE,"Acidophil-basophil adenoma, mixed (C75.1)",,
8281,0,FALSE,"Adenoma, acidophil-basophil, mixed (C75.1)",,
8281,0,FALSE,"Adenoma, basophil-acidophil, mixed (C75.1)",,
8281,0,FALSE,"Adenoma, mixed acidophil-basophil (C75.1)",,
8281,0,FALSE,"Basophil acidophil adenoma, mixed (C75.1)",,
8281,0,FALSE,"Basophil-acidophil adenoma, mixed (C75.1)",,
8281,0,FALSE,Mixed basophil-acidophil adenoma (C75.1),,
8281,3,TRUE,Mixed acidophil-basophil carcinoma (C75.1),,
8281,3,FALSE,"Acidophil-basophil carcinoma, mixed (C75.1)",,
8281,3,FALSE,"Basophil acidophil carcinoma, mixed (C75.1)",,
8281,3,FALSE,"Basophil-acidophil carcinoma, mixed (C75.1)",,
8281,3,FALSE,"Carcinoma, acidophil-basophil, mixed (C75.1)",,
8281,3,FALSE,"Carcinoma, basophil-acidophil, mixed (C75.1)",,
8281,3,FALSE,Mixed basophil-acidophil carcinoma (C75.1),,
8290,0,TRUE,Oxyphilic adenoma,,
8290,0,FALSE,"Adenoma, follicular, oxyphilic cell (C73.9)",,
8290,0,FALSE,"Adenoma, Hurthle cell (C73.9)",,
8290,0,FALSE,"Adenoma, oncocytic",,
8290,0,FALSE,"Adenoma, oxyphilic",,
8290,0,FALSE,"Adenoma, oxyphilic cell follicular (C73.9)",,
8290,0,FALSE,"Follicular adenoma, oxyphilic cell (C73.9)",,
8290,0,FALSE,Hurthle cell adenoma (C73.9),,
8290,0,FALSE,Hurthle cell tumor (C73.9),,
8290,0,FALSE,Oncocytic adenoma,,
8290,0,FALSE,Oncocytoma,,
8290,0,FALSE,Oxyphilic cell follicular adenoma (C73.9),,
8290,0,FALSE,Spindle cell oncocytoma (C75.1),,
8290,0,FALSE,"Tumor, Hurthle cell (C73.9)",,
8290,3,TRUE,Oxyphilic adenocarcinoma,,
8290,3,FALSE,"Adenocarcinoma, Hurthle cell (C73.9)",,
8290,3,FALSE,"Adenocarcinoma, oncocytic",,
8290,3,FALSE,"Adenocarcinoma, oxyphilic",,
8290,3,FALSE,"Carcinoma, follicular, oxyphilic cell (C73.9)",,
8290,3,FALSE,"Carcinoma, Hurthle cell (C73.9)",,
8290,3,FALSE,"Carcinoma, oncocytic",,
8290,3,FALSE,"Follicular carcinoma, oxyphilic cell (C73.9)",,
8290,3,FALSE,Hurthle cell adenocarcinoma (C73.9),,
8290,3,FALSE,Hurthle cell carcinoma (C73.9),,
8290,3,FALSE,Oncocytic adenocarcinoma,,
8290,3,FALSE,Oncocytic carcinoma,,
8290,3,FALSE,Oxyphilic cell follicular carcinoma (C73.9),,
8300,0,TRUE,Basophil adenoma (C75.1),,
8300,0,FALSE,"Adenoma, basophil (C75.1)",,
8300,0,FALSE,"Adenoma, mucoid cell (C75.1)",,
8300,0,FALSE,Mucoid cell adenoma (C75.1),,
8300,3,TRUE,Basophil carcinoma (C75.1),,
8300,3,FALSE,"Adenocarcinoma, basophil (C75.1)",,
8300,3,FALSE,"Adenocarcinoma, mucoid cell (C75.1)",,
8300,3,FALSE,Basophil adenocarcinoma (C75.1),,
8300,3,FALSE,"Carcinoma, basophil (C75.1)",,
8300,3,FALSE,Mucoid cell adenocarcinoma (C75.1),,
8310,0,TRUE,Clear cell adenoma,,
8310,0,FALSE,"Adenoma, clear cell",,
8310,3,TRUE,"Clear cell adenocarcinoma, NOS",,
8310,3,FALSE,"Adenocarcinoma, clear cell, mesonephroid",,
8310,3,FALSE,"Adenocarcinoma, clear cell, NOS",,
8310,3,FALSE,"Adenocarcinoma, mesonephroid, clear cell",,
8310,3,FALSE,"Carcinoma, clear cell",,
8310,3,FALSE,"Clear cell adenocarcinoma, mesonephroid",,
8310,3,FALSE,Clear cell carcinoma,,
8310,3,FALSE,Mesonephroid clear cell adenocarcinoma,,
8311,1,TRUE,Hypernephroid tumor [obs],,
8311,1,FALSE,"Tumor, hypernephroid [obs]",,
8311,3,TRUE,Hereditary leiomyomatosis and renal cell carcinoma (RCC- associated renal cell carcinoma) (C64.9) [2018+],,
8311,3,FALSE,"Carcinoma, renal cell, and hereditary leiomyomatosis (RCC- associated renal cell carcinoma) (C64.9) [2018+]",,
8311,3,FALSE,HLRCC (Hereditary leiomyomatosis and renal cell cancer) (C64.9) [2018+],,
8311,3,FALSE,"Leiomyomatosis, hereditary, and renal cell carcinoma (C64.9) [2018+]",,
8311,3,FALSE,MiT family translocation renal cell carcinoma (C64.9) [2018+],,
8311,3,FALSE,"Renal cell carcinoma, associated with hereditary leiomyomatosis (C64.9) [2018+]",,
8311,3,FALSE,"Renal cell carcinoma, MiT family translocation (C64.9) [2018+]",,
8312,3,TRUE,"Renal cell carcinoma, NOS (C64.9)",,
8312,3,FALSE,"Adenocarcinoma, renal cell (C64.9)",,
8312,3,FALSE,"Carcinoma, renal cell unclassified (C64.9)",,
8312,3,FALSE,"Carcinoma, renal cell, NOS (C64.9)",,
8312,3,FALSE,Grawitz tumor (C64.9) [obs],,
8312,3,FALSE,Hypernephroma (C64.9) [obs],,
8312,3,FALSE,Renal cell adenocarcinoma (C64.9),,
8312,3,FALSE,"Renal cell carcinoma, unclassified (C64.9) ",,
8312,3,FALSE,"Tumor, Grawitz (C64.9) [obs]",,
8313,0,TRUE,Clear cell adenofibroma (C56.9),,
8313,0,FALSE,"Adenofibroma, clear cell (C56.9)",,
8313,0,FALSE,Clear cell cystadenofibroma (C56.9),,
8313,0,FALSE,"Cystadenofibroma, clear cell (C56.9)",,
8313,1,TRUE,Clear cell borderline tumor (C56.9),,
8313,1,FALSE,"Adenofibroma, clear cell, of borderline malignancy (C56.9)",,
8313,1,FALSE,Atypical proliferative clear cell tumor (C56.9),,
8313,1,FALSE,"Borderline tumor, clear cell (C56.9)",,
8313,1,FALSE,Clear cell adenofibroma of borderline malignancy (C56.9),,
8313,1,FALSE,Clear cell cystadenofibroma of borderline malignancy (C56.9),,
8313,1,FALSE,Clear cell cystic tumor of borderline malignancy (C56.9),,
8313,1,FALSE,"Clear cell tumor, atypical proliferative (C56.9)",,
8313,1,FALSE,"Cystadenofibroma, clear cell, of borderline malignancy (C56.9)",,
8313,1,FALSE,"Cystic clear cell, tumor of borderline malignancy (C56.9)",,
8313,1,FALSE,"Cystic tumor, clear cell, borderline malignancy (C56.9)",,
8313,1,FALSE,"Proliferative clear cell tumor, atypical (C56.9)",,
8313,1,FALSE,"Tumor, clear cell, atypical proliferative (C56.9)",,
8313,1,FALSE,"Tumor, clear cell, cystic, borderline malignancy (C56.9)",,
8313,1,FALSE,"Tumor, cystic, clear cell, borderline malignancy (C56.9)",,
8313,3,TRUE,Clear cell adenocarcinofibroma (C56.9),,
8313,3,FALSE,"Adenocarcinofibroma, clear cell (C56.9)",,
8313,3,FALSE,Clear cell cystadenocarcinofibroma (C56.9),,
8313,3,FALSE,"Cystadenocarcinofibroma, clear cell (C56.9)",,
8314,3,TRUE,Lipid-rich carcinoma (C50._),,
8314,3,FALSE,"Carcinoma, lipid-rich (C50._)",,
8315,3,TRUE,Glycogen-rich carcinoma (C50._),,
8315,3,FALSE,"Carcinoma, clear cell, glycogen-rich [2021+]",,
8315,3,FALSE,"Carcinoma, glycogen-rich (C50._)",,
8315,3,FALSE,"Carcinoma, glycogen-rich, clear cell [2021+]",,
8315,3,FALSE,Glycogen-rich clear cell carcinoma [2021+],,
8316,3,TRUE,Cyst-associated renal cell carcinoma (C64.9),,
8316,3,FALSE,Acquired cystic disease-associated renal cell carcinoma (RCC) (C64.9) ,,
8316,3,FALSE,"Carcinoma, renal cell, acquired cystic disease-associated (RCC) (C64.9)",,
8316,3,FALSE,"Carcinoma, renal cell, cyst-associated (C64.9)",,
8316,3,FALSE,"Carcinoma, renal cell, tubulocystic (C64.9)",,
8316,3,FALSE,"Cystic disease-associated renal cell carcinoma, acquired (RCC) (C64.9)",,
8316,3,FALSE,"Renal cell carcinoma, acquired cystic disease-associated (RCC) (C64.9) ",,
8316,3,FALSE,"Renal cell carcinoma, cyst-associated (C64.9)",,
8316,3,FALSE,"Renal cell carcinoma, tubulocystic (C64.9)",,
8316,3,FALSE,Tubulocystic renal cell carcinoma (C64.9) ,,
8317,3,TRUE,"Renal cell carcinoma, chromophobe type (C64.9)",,
8317,3,FALSE,"Carcinoma, chromophobe cell renal (C64.9)",,
8317,3,FALSE,"Carcinoma, renal cell, chromophobe type (C64.9)",,
8317,3,FALSE,"Carcinoma, renal, chromophobe cell (C64.9)",,
8317,3,FALSE,Chromophobe cell renal carcinoma (C64.9),,
8317,3,FALSE,"Renal carcinoma, chromophobe cell (C64.9)",,
8318,3,TRUE,"Renal cell carcinoma, sarcomatoid (C64.9)",,
8318,3,FALSE,"Carcinoma, renal cell, sarcomatoid (C64.9)",,
8318,3,FALSE,"Carcinoma, renal cell, spindle cell (C64.9)",,
8318,3,FALSE,"Carcinoma, sarcomatoid renal cell (C64.9)",,
8318,3,FALSE,"Carcinoma, spindle cell, renal cell (C64.9)",,
8318,3,FALSE,"Renal cell carcinoma, spindle cell (C64.9)",,
8318,3,FALSE,"Sarcomatoid carcinoma, renal cell (C64.9)",,
8318,3,FALSE,Sarcomatoid renal cell carcinoma (C64.9),,
8318,3,FALSE,"Spindle cell carcinoma, renal cell (C64.9)",,
8318,3,FALSE,Spindle cell renal cell carcinoma (C64.9),,
8319,3,TRUE,Collecting duct carcinoma (C64.9),,
8319,3,FALSE,Bellini duct carcinoma (C64.9),,
8319,3,FALSE,"Carcinoma, Bellini duct (C64.9)",,
8319,3,FALSE,"Carcinoma, collecting duct (C64.9)",,
8319,3,FALSE,"Carcinoma, duct, collecting (C64.9)",,
8319,3,FALSE,"Carcinoma, renal, collecting duct type (C64.9)",,
8319,3,FALSE,Collecting duct type renal carcinoma (C64.9),,
8319,3,FALSE,"Duct carcinoma, Bellini (C64.9)",,
8319,3,FALSE,"Duct carcinoma, collecting (C64.9)",,
8319,3,FALSE,"Duct, Bellini, carcinoma (C64.9)",,
8319,3,FALSE,"Duct, renal carcinoma, collecting duct type (C64.9)",,
8319,3,FALSE,"Renal carcinoma, collecting duct type (C64.9)",,
8320,3,TRUE,Granular cell carcinoma,,
8320,3,FALSE,"Adenocarcinoma, granular cell",,
8320,3,FALSE,"Carcinoma, granular cell",,
8320,3,FALSE,Granular cell adenocarcinoma,,
8321,0,TRUE,Chief cell adenoma (C75.0),,
8321,0,FALSE,"Adenoma, chief cell (C75.0)",,
8322,0,TRUE,Water-clear cell adenoma (C75.0),,
8322,0,FALSE,"Adenoma, water-clear cell (C75.0)",,
8322,3,TRUE,Water-clear cell adenocarcinoma (C75.0),,
8322,3,FALSE,"Adenocarcinoma, water-clear cell (C75.0)",,
8322,3,FALSE,"Carcinoma, water-clear cell (C75.0)",,
8322,3,FALSE,Water-clear cell carcinoma (C75.0),,
8323,0,TRUE,Mixed cell adenoma,,
8323,0,FALSE,"Adenoma, mixed cell",,
8323,3,TRUE,Mixed cell adenocarcinoma,,
8323,3,FALSE,"Adenocarcinoma, mixed cell",,
8324,0,TRUE,Lipoadenoma,,
8324,0,FALSE,Adenolipoma,,
8325,0,TRUE,Metanephric adenoma (C64.9),,
8325,0,FALSE,"Adenoma, metanephric (C64.9)",,
8330,0,TRUE,"Follicular adenoma, NOS (C73.9)",,
8330,0,FALSE,"Adenoma, follicular, NOS (C73.9)",,
8330,1,TRUE,Atypical follicular adenoma (C73.9),,
8330,1,FALSE,"Adenoma, follicular, atypical (C73.9)",,
8330,1,FALSE,"Follicular adenoma, atypical (C73.9)",,
8330,3,TRUE,"Follicular carcinoma, NOS (C73.9)",,
8330,3,FALSE,"Adenocarcinoma, follicular, NOS (C73.9)",,
8330,3,FALSE,"Carcinoma, follicular, NOS (C73.9)",,
8330,3,FALSE,"Follicular adenocarcinoma, NOS (C73.9)",,
8331,3,TRUE,"Follicular adenocarcinoma, well differentiated (C73.9)",,
8331,3,FALSE,"Adenocarcinoma, follicular, well differentiated (C73.9)",,
8331,3,FALSE,"Carcinoma, follicular, well differentiated (C73.9)",,
8331,3,FALSE,"Follicular carcinoma, well differentiated (C73.9)",,
8331,3,FALSE,Well differentiated follicular adenocarcinoma (C73.9),,
8331,3,FALSE,Well differentiated follicular carcinoma (C73.9),,
8332,3,TRUE,"Follicular adenocarcinoma, trabecular (C73.9)",,
8332,3,FALSE,"Adenocarcinoma, follicular, moderately differentiated (C73.9)",,
8332,3,FALSE,"Adenocarcinoma, follicular, trabecular (C73.9)",,
8332,3,FALSE,"Carcinoma, follicular, moderately differentiated (C73.9)",,
8332,3,FALSE,"Carcinoma, follicular, trabecular (C73.9)",,
8332,3,FALSE,"Follicular adenocarcinoma, moderately differentiated (C73.9)",,
8332,3,FALSE,"Follicular carcinoma, moderately differentiated (C73.9)",,
8332,3,FALSE,"Follicular carcinoma, trabecular (C73.9)",,
8332,3,FALSE,Moderately differentiated follicular adenocarcinoma (C73.9),,
8332,3,FALSE,Moderately differentiated follicular carcinoma (C73.9),,
8332,3,FALSE,Trabecular follicular adenocarcinoma (C73.9),,
8332,3,FALSE,Trabecular follicular carcinoma (C73.9),,
8333,0,TRUE,"Microfollicular adenoma, NOS (C73.9)",,
8333,0,FALSE,"Adenoma, fetal (C73.9)",,
8333,0,FALSE,"Adenoma, microfollicular, NOS (C73.9)",,
8333,0,FALSE,Fetal adenoma (C73.9),,
8333,3,TRUE,Fetal adenocarcinoma (C73.9),,
8333,3,FALSE,"Adenocarcinoma, fetal (C73.9)",,
8334,0,TRUE,Macrofollicular adenoma (C73.9),,
8334,0,FALSE,"Adenoma, colloid (C73.9)",,
8334,0,FALSE,"Adenoma, macrofollicular (C73.9)",,
8334,0,FALSE,Colloid adenoma (C73.9),,
8335,1,TRUE,Follicular tumor of uncertain malignant potential (C73.9) ,,
8335,1,FALSE,"Carcinoma, follicular, encapsulated (C73.9) [2021+ NOT REPORTABLE; FOR PRE-2021, USE 8335/3]",,
8335,1,FALSE,"Encapsulated follicular carcinoma (C73.9) [2021+ NOT REPORTABLE; FOR PRE-2021, USE 8335/3]",,
8335,1,FALSE,"Follicular carcinoma, encapsulated (C73.9) [2021+ NOT REPORTABLE; FOR PRE-2021, USE 8335/3]",,
8335,3,TRUE,"Follicular carcinoma, minimally invasive (C73.9)",,
8335,3,FALSE,"Carcinoma, follicular, encapsulated (C73.9) [REPORTABLE PRE-2021 ONLY; FOR 2021+, USE 8335/1]",,
8335,3,FALSE,"Carcinoma, follicular, minimally invasive (C73.9)",,
8335,3,FALSE,"Encapsulated follicular carcinoma (C73.9) [REPORTABLE PRE-2021 ONLY; FOR 2021+, USE 8335/1]",,
8335,3,FALSE,"Follicular carcinoma, encapsulated (C73.9) [REPORTABLE PRE-2021 ONLY; FOR 2021+, USE 8335/1]",,
8335,3,FALSE,Minimally invasive follicular carcinoma (C73.9),,
8336,0,TRUE,Hyalinizing trabecular adenoma (C73.9),,
8336,0,FALSE,"Adenoma, trabecular, hyalinizing (C73.9)",,
8336,0,FALSE,"Trabecular adenoma, hyalinizing (C73.9)",,
8337,3,TRUE,Poorly differentiated thyroid carcinoma (C73.9) [2021+],,
8337,3,FALSE,"Carcinoma, insular (C73.9)",,
8337,3,FALSE,"Carcinoma, thyroid, poorly differentiated (C73.9) [2021+]",,
8337,3,FALSE,Insular carcinoma (C73.9),,
8339,3,TRUE,"Follicular thyroid carcinoma (FTC), encapsulated angioinvasive (C73.9) [2018+]",,
8339,3,FALSE,Angioinvasive encapsulated follicular thyroid carcinoma (FTC) (C73.9) [2018+],,
8339,3,FALSE,"Carcinoma, follicular thyroid (FTC), encapsulated angioinvasive (C73.9) [2018+]",,
8339,3,FALSE,Encapsulated angioinvasive follicular thyroid carcinoma (FTC) (C73.9) [2018+],,
8339,3,FALSE,"FTC (follicular thyroid carcinoma), encapsulated angioinvasive (C73.9) [2018+]",,
8340,3,TRUE,"Papillary carcinoma, follicular variant (C73.9)",,
8340,3,FALSE,"Adenocarcinoma, follicular and papillary (C73.9)",,
8340,3,FALSE,"Adenocarcinoma, papillary and follicular (C73.9)",,
8340,3,FALSE,"Adenocarcinoma, papillary, follicular variant (C73.9)",,
8340,3,FALSE,"Carcinoma, follicular and papillary (C73.9)",,
8340,3,FALSE,"Carcinoma, papillary and follicular (C73.9)",,
8340,3,FALSE,"Carcinoma, papillary, follicular variant (C73.9)",,
8340,3,FALSE,Follicular and papillary adenocarcinoma (C73.9),,
8340,3,FALSE,Follicular and papillary carcinoma (C73.9),,
8340,3,FALSE,"Follicular variant, papillary adenocarcinoma (C73.9)",,
8340,3,FALSE,"Follicular variant, papillary carcinoma (C73.9)",,
8340,3,FALSE,"Papillary adenocarcinoma, follicular variant (C73.9)",,
8340,3,FALSE,Papillary and follicular adenocarcinoma (C73.9),,
8340,3,FALSE,Papillary and follicular carcinoma (C73.9),,
8340,3,FALSE,"Papillary, follicular variant, adenocarcinoma (C73.9)",,
8341,3,TRUE,Papillary microcarcinoma (C73.9),,
8341,3,FALSE,"Microcarcinoma, papillary (C73.9)",,
8342,3,TRUE,"Papillary carcinoma, oncocytic variant (C73.9) [2021+]",,
8342,3,FALSE,"Carcinoma, papillary, oncocytic variant (C73.9) [2021+]",,
8342,3,FALSE,"Carcinoma, papillary, oxyphilic cell (C73.9)",,
8342,3,FALSE,Oncocytic variant papillary carcinoma (C73.9) [2021+],,
8342,3,FALSE,Oxyphilic cell papillary carcinoma (C73.9),,
8342,3,FALSE,"Papillary carcinoma, oxyphilic cell (C73.9)",,
8343,2,TRUE,Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.],,
8343,2,FALSE,"Carcinoma, encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,2,FALSE,"Carcinoma, papillary thyroid, follicular variant, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,2,FALSE,"EFVPTC (Encapsulated follicular variant of papillary thyroid carcinoma), non-invasive (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,2,FALSE,"Encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,2,FALSE,"Follicular thyroid neoplasm w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,2,FALSE,"Follicular variant of papillary thyroid carcinoma, encapsulated non-invasive (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,2,FALSE,"Follicular variant of papillary thyroid carcinoma, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,2,FALSE,"FTP, non-invasive (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,2,FALSE,"Neoplasm, follicular thyroid w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,2,FALSE,NIFTP (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.],,
8343,2,FALSE,Non-invasive EFVPTC (encapsulated follicular variant of papillary thyroid carcinoma) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.],,
8343,2,FALSE,Non-invasive encapsulated follicular variant of papillary thyroid carcinoma (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.],,
8343,2,FALSE,Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.],,
8343,2,FALSE,Non-invasive FTP (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.],,
8343,2,FALSE,"Papillary thyroid carcinoma, follicular variant, encapsulated non-invasive (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]",,
8343,3,TRUE,"Papillary carcinoma, encapsulated (C73.9)",,
8343,3,FALSE,"Carcinoma, papillary, encapsulated (C73.9)",,
8343,3,FALSE,"EFVPTC, invasive [or NOS] (C73.9)",,
8343,3,FALSE,"Encapsulated follicular variant of papillary thyroid carcinoma, invasive (invasive EFVPTC)",,
8343,3,FALSE,"Encapsulated follicular variant of papillary thyroid carcinoma, NOS (EFVPTC, NOS) (C73.9) (2017+)",,
8343,3,FALSE,Encapsulated papillary carcinoma (C73.9),,
8343,3,FALSE,"Follicular variant of papillary thyroid carcinoma, encapsulated invasive (invasive EFVPTC) (C73.9) (2017+)",,
8343,3,FALSE,"Follicular variant of papillary thyroid carcinoma, encapsulated, NOS (EFVPTC, NOS) (C73.9) (2017+)",,
8343,3,FALSE,"Follicular variant of papillary thyroid carcinoma, invasive encapsulated (invasive EFVPTC) (C73.9) (2017+)",,
8343,3,FALSE,Invasive encapsulated follicular variant of papillary thyroid carcinoma (invasive EFVPTC) (C73.9) (2017+),,
8343,3,FALSE,"Papillary thyroid carcinoma, follicular variant, encapsulated Invasive (invasive EFVPTC) (C73.9) (2017+)",,
8343,3,FALSE,"Papillary thyroid carcinoma, follicular variant, encapsulated, NOS (EFVPTC, NOS) (C73.9) (2017+)",,
8343,3,FALSE,"Papillary thyroid carcinoma, follicular variant, invasive encapsulated (invasive EFVPTC) (C73.9) (2017+)",,
8343,3,FALSE,"Papillary thyroid carcinoma, follicular variant, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) (2017+)",,
8344,3,TRUE,"Papillary carcinoma, columnar cell (C73.9)",,
8344,3,FALSE,"Carcinoma, papillary, columnar cell (C73.9)",,
8344,3,FALSE,"Carcinoma, papillary, tall cell (C73.9)",,
8344,3,FALSE,Columnar cell papillary carcinoma (C73.9),,
8344,3,FALSE,"Papillary carcinoma, tall cell (C73.9)",,
8344,3,FALSE,Tall cell papillary carcinoma (C73.9),,
8345,3,TRUE,Medullary carcinoma (C73.9) [FOR THYROID 2018+.  FOR BREAST FOR ALL YEARS USE 8510.],,
8345,3,FALSE,"Amyloid stroma, medullary carcinoma with (C73.9)",,
8345,3,FALSE,C cell carcinoma (C73.9),,
8345,3,FALSE,"Carcinoma, C cell (C73.9)",,
8345,3,FALSE,"Carcinoma, medullary with amyloid stroma (C73.9)",,
8345,3,FALSE,"Carcinoma, parafollicular cell (C73.9)",,
8345,3,FALSE,Medullary carcinoma with amyloid stroma (C73.9),,
8345,3,FALSE,Parafollicular cell carcinoma (C73.9),,
8346,3,TRUE,Mixed medullary-follicular carcinoma (C73.9),,
8346,3,FALSE,"Carcinoma, follicular-medullary, mixed (C73.9)",,
8346,3,FALSE,"Carcinoma, mixed follicular-medullary (C73.9)",,
8346,3,FALSE,"Carcinoma, mixed medullary-follicular (C73.9)",,
8346,3,FALSE,"Follicular-medullary carcinoma, mixed (C73.9)",,
8346,3,FALSE,"Medullary-follicular carcinoma, mixed (C73.9)",,
8346,3,FALSE,Mixed follicular-medullary carcinoma (C73.9),,
8347,3,TRUE,Mixed medullary-papillary carcinoma (C73.9),,
8347,3,FALSE,"Carcinoma, mixed medullary-papillary (C73.9)",,
8347,3,FALSE,"Carcinoma, mixed papillary-medullary (C73.9)",,
8347,3,FALSE,"Carcinoma, papillary-medullary, mixed (C73.9)",,
8347,3,FALSE,"Medullary-papillary carcinoma, mixed (C73.9)",,
8347,3,FALSE,Mixed papillary-medullary carcinoma (C73.9),,
8347,3,FALSE,"Papillary-medullary carcinoma, mixed (C73.9)",,
8349,1,TRUE,"Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"Carcinoma, encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"Carcinoma, papillary thyroid, follicular variant, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"EFVPTC (Encapsulated follicular variant of papillary thyroid carcinoma), non-invasive (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"Encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"Follicular thyroid neoplasm w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"Follicular variant of papillary thyroid carcinoma, encapsulated non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"Follicular variant of papillary thyroid carcinoma, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"FTP, non-invasive (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"Neoplasm, follicular thyroid w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"NIFTP (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
8349,1,FALSE,"Non-invasive EFVPTC (encapsulated follicular variant of papillary thyroid carcinoma) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]",,
